0
ELAPSED: 12.227121114730835
wrote to ../../heightmaps/mp_eroded_10000_heightmap1.png
         7980032 function calls (7915230 primitive calls) in 15.640 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1407(<listcomp>)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
        1    0.000    0.000    0.000    0.000 contour.py:48(ContourLabeler)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
       23    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.002    0.002 action_manager.py:11(<module>)
        1    0.000    0.000    0.000    0.000 i_python_editor.py:20(IPythonEditor)
        1    0.000    0.000    0.000    0.000 __init__.py:27(<module>)
        1    0.000    0.000    0.000    0.000 tuple_editor.py:52(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 modules.py:458(ImageActorFactory)
        1    0.000    0.000    0.000    0.000 modules.py:474(ImagePlaneWidgetFactory)
        1    0.000    0.000    0.001    0.001 cut_plane.py:6(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 python.py:691(PythonTracebackLexer)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 etsconfig.py:388(_initialize_application_data)
        4    0.000    0.000    0.000    0.000 trait_types.py:2244(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
       18    0.000    0.000    0.000    0.000 dataset_adapter.py:418(add_numeric_op)
        1    0.000    0.000    0.000    0.000 tvtk_base.py:63(__init__)
       17    0.000    0.000    0.000    0.000 decorator.py:214(<genexpr>)
        7    0.000    0.000    0.006    0.001 tvtk_helper.py:360(<lambda>)
        1    0.000    0.000    0.001    0.001 filter.py:3(<module>)
        1    0.000    0.000    0.001    0.001 poly_data_normals.py:6(<module>)
        1    0.000    0.000    0.000    0.000 extract_edges.py:34(ExtractEdges)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        6    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        6    0.000    0.000    0.000    0.000 pathlib.py:1163(stat)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       12    0.000    0.000    0.000    0.000 rcsetup.py:424(validate_fontweight)
        1    0.000    0.000    0.000    0.000 animation.py:256(MovieWriter)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4662(__str__)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1010(NonUniformImage)
        1    0.000    0.000    0.000    0.000 i_python_shell.py:11(<module>)
        1    0.000    0.000    0.000    0.000 styled_date_editor.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        4    0.000    0.000    0.000    0.000 typing.py:744(__getitem__)
        1    0.000    0.000    0.000    0.000 data.py:19(_data_matrix)
        6    0.000    0.000    0.000    0.000 ctrait.py:225(full_info)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:125(VisitError)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        1    0.000    0.000    0.000    0.000 group.py:537(ShadowGroup)
       36    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        1    0.000    0.000    0.000    0.000 font_editor.py:19(<module>)
        1    0.000    0.000    0.000    0.000 rgb_color_editor.py:21(<module>)
        1    0.000    0.000    0.000    0.000 adder_node.py:182(ListAdderNode)
        1    0.000    0.000    0.007    0.007 warp_scalar.py:6(<module>)
        1    0.000    0.000    0.006    0.006 decimatepro.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'GetNumberOfInputPorts' of 'vtkmodules.vtkCommonExecutionModel.vtkExecutive' objects}
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6763(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 transforms.py:2038(IdentityTransform)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 default.py:17(DefaultStyle)
        7    0.000    0.000    0.000    0.000 rrule.py:69(__init__)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:37(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 polar.py:407(RadialLocator)
        1    0.000    0.000    0.000    0.000 trait_converters.py:27(<module>)
       12    0.000    0.000    0.000    0.000 trait_handlers.py:682(validate)
        1    0.000    0.000    0.000    0.000 i_file_dialog.py:23(IFileDialog)
        1    0.000    0.000    0.001    0.001 i_file_dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 value_tree.py:41(SingleValueTreeNodeObject)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:416(__new__)
        1    0.000    0.000    0.000    0.000 image_algorithm.py:34(ImageAlgorithm)
        1    0.000    0.000    0.000    0.000 poly_data_algorithm.py:34(PolyDataAlgorithm)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        2    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 mathtext.py:3302(MathTextParser)
        1    0.000    0.000    0.000    0.000 widgets.py:672(TextBox)
        1    0.000    0.000    0.000    0.000 python_shell.py:160(PythonWidget)
        1    0.000    0.000    0.000    0.000 dnd_editor.py:22(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.004    0.004 __init__.py:113(<module>)
        8    0.000    0.000    0.000    0.000 trait_factory.py:33(__init__)
        1    0.000    0.000    0.000    0.000 base_trait_handler.py:18(<module>)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        1    0.000    0.000    0.000    0.000 handler.py:56(Handler)
        1    0.000    0.000    0.000    0.000 field_action.py:18(FieldAction)
        1    0.000    0.000    0.002    0.002 message_dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 timer.py:12(<module>)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:215(add_default_numeric_ops)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:339(__new__)
        1    0.000    0.000    0.000    0.000 ivtk.py:366(IVTK)
        1    0.000    0.000    0.000    0.000 poly_data_source_widget.py:34(PolyDataSourceWidget)
        1    0.000    0.000    0.000    0.000 decorations.py:422(OrientationAxesFactory)
        2    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.GetModuleFilename}
        1    0.000    0.000    0.000    0.000 pathlib.py:823(with_name)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 dates.py:1475(YearLocator)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1384(NullProvider)
        1    0.000    0.000    0.017    0.017 about_dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 key_pressed_event.py:16(KeyPressedEvent)
        1    0.000    0.000    0.002    0.002 resource.py:25(<module>)
        1    0.000    0.000    0.023    0.023 application_window.py:11(<module>)
        1    0.000    0.000    0.002    0.002 directory_dialog.py:13(<module>)
        1    0.000    0.000    0.000    0.000 i_progress_dialog.py:20(IProgressDialog)
        1    0.000    0.000    0.000    0.000 widget.py:11(<module>)
       20    0.000    0.000    0.000    0.000 lexer.py:267(__new__)
        6    0.000    0.000    0.000    0.000 util.py:109(make_analysator)
        1    0.000    0.000    0.000    0.000 tree_node.py:1451(TreeNodeObject)
        1    0.000    0.000    0.000    0.000 progress_editor.py:16(<module>)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:174(__new__)
        1    0.000    0.000    0.000    0.000 ivtk.py:177(SceneWithBrowser)
        1    0.000    0.000    0.006    0.006 quadric_decimation.py:6(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 platform.py:754(_node)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:3234(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 unistring.py:13(<module>)
        1    0.000    0.000    0.001    0.001 system_metrics.py:13(<module>)
        1    0.000    0.000    0.000    0.000 expandable_panel.py:16(<module>)
        1    0.000    0.000    0.000    0.000 custom_editor.py:47(__init__)
        1    0.000    0.000    0.000    0.000 ctrait.py:36(CTrait)
        2    0.000    0.000    0.000    0.000 trait_types.py:3791(__init__)
        1    0.000    0.000    0.011    0.011 preference_manager.py:77(__init__)
        1    0.000    0.000    0.000    0.000 py2_warn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 check_list_editor.py:18(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:32(GUI)
        1    0.000    0.000    0.000    0.000 i_about_dialog.py:21(IAboutDialog)
        1    0.000    0.000    0.000    0.000 window.py:11(<module>)
        1    0.000    0.000    0.002    0.002 file_dialog.py:12(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:11(<module>)
        1    0.000    0.000    0.000    0.000 set_editor.py:18(<module>)
        4    0.000    0.000    0.000    0.000 object.py:81(_global_warning_display_changed)
        1    0.000    0.000    0.000    0.000 home_directory.py:14(get_home_directory)
        1    0.000    0.000    0.000    0.000 init.py:1(<module>)
        1    0.000    0.000    0.005    0.005 delaunay2d.py:6(<module>)
        1    0.000    0.000    0.006    0.006 delaunay3d.py:6(<module>)
       10    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        4    0.000    0.000    0.000    0.000 re.py:205(split)
        7    0.000    0.000    0.000    0.000 enum.py:566(_generate_next_value_)
       22    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        5    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:2245(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:765(_validate_greaterequal0_lessthan1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1772(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:923(LogFormatter)
        1    0.000    0.000    0.000    0.000 date_range_editor.py:2(<module>)
        1    0.000    0.000    0.000    0.000 drop_editor.py:18(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:633(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:1562(TextIO)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 state_pickler.py:211(StatePickler)
        1    0.000    0.000    0.000    0.000 trait_errors.py:12(<module>)
        4    0.000    0.000    0.000    0.000 trait_handlers.py:890(full_info)
        2    0.000    0.000    0.000    0.000 __init__.py:1593(__init__)
        3    0.000    0.000    0.003    0.001 context_value.py:97(CVType)
        1    0.000    0.000    0.000    0.000 toolkit.py:37(assert_toolkit_import)
        1    0.000    0.000    0.000    0.000 undo.py:201(ListUndoItem)
        1    0.000    0.000    0.001    0.001 window_action.py:13(<module>)
        1    0.000    0.000    0.000    0.000 i_application_window.py:22(IApplicationWindow)
        1    0.000    0.000    0.000    0.000 code_widget.py:554(AdvancedCodeWidget)
        1    0.000    0.000    0.000    0.000 search_editor.py:28(SearchEditor)
        1    0.000    0.000    0.000    0.000 tabular_adapter.py:48(ITabularAdapter)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:357(_add_default_ops)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:442(add_default_numeric_ops)
        1    0.000    0.000    0.000    0.000 ivtk.py:232(IVTKWithCrust)
        1    0.000    0.000    0.001    0.001 filter_base.py:2(<module>)
        1    0.000    0.000    0.004    0.004 structured_grid_outline.py:20(StructuredGridOutline)
        1    0.000    0.000    0.004    0.004 warp_vector.py:6(<module>)
        1    0.000    0.000    0.004    0.004 triangle_filter.py:6(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:468(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 _text_layout.py:3(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:135(_dispatch)
        1    0.000    0.000    0.000    0.000 clean_strings.py:13(<module>)
        1    0.000    0.000    0.001    0.001 split_widget.py:11(<module>)
        1    0.000    0.000    0.000    0.000 image_widget.py:16(<module>)
        1    0.000    0.000    0.000    0.000 default_override.py:14(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 scale.py:431(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 scale.py:541(LogisticTransform)
        4    0.000    0.000    0.000    0.000 trait_types.py:1278(as_ctrait)
       19    0.000    0.000    0.000    0.000 has_traits.py:3069(<listcomp>)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1905(Lark)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
       10    0.000    0.000    0.000    0.000 __init__.py:1894(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 undo.py:62(UndoItem)
        1    0.000    0.000    0.001    0.001 heading_text.py:11(<module>)
        1    0.000    0.000    0.003    0.003 toolkit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper_functions.py:635(Surf)
       31    0.000    0.000    0.000    0.000 trait_defs.py:268(get_default_value)
        1    0.000    0.000    0.005    0.005 cell_to_point_data.py:6(<module>)
        1    0.000    0.000    0.005    0.005 elevation_filter.py:6(<module>)
        1    0.000    0.000    0.004    0.004 extract_vector_norm.py:6(<module>)
        1    0.000    0.000    0.005    0.005 stripper.py:6(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 core.py:198(<listcomp>)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
       33    0.000    0.000    0.000    0.000 pyparsing.py:4246(<genexpr>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4785(__str__)
        1    0.000    0.000    0.000    0.000 collections.py:1233(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 patches.py:883(RegularPolygon)
       12    0.000    0.000    0.000    0.000 patches.py:1883(<genexpr>)
        1    0.000    0.000    0.000    0.000 python.py:738(Python2TracebackLexer)
        1    0.000    0.000    0.001    0.001 splash_screen.py:11(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1656(DraggableBase)
        1    0.000    0.000    0.000    0.000 axis.py:1965(XAxis)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:649(<listcomp>)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:271(Tree)
       50    0.000    0.000    0.000    0.000 _generated_parser.py:834(__hash__)
        2    0.000    0.000    0.001    0.001 __init__.py:1622(get_resource_stream)
        1    0.000    0.000    0.000    0.000 __init__.py:2425(EntryPoint)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 imp.py:105(get_suffixes)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        1    0.000    0.000    0.000    0.000 traitsui_widget_action.py:11(<module>)
        1    0.000    0.000    0.002    0.002 progress_dialog.py:12(<module>)
        6    0.000    0.000    0.000    0.000 configobj.py:719(values)
        1    0.000    0.000    0.000    0.000 configobj.py:458(Section)
        1    0.000    0.000    0.000    0.000 bindings.py:3(<module>)
        1    0.000    0.000    0.000    0.000 helper_functions.py:1048(BarChart)
        1    0.000    0.000    0.005    0.005 image_change_information.py:4(<module>)
        1    0.000    0.000    0.000    0.000 decorations.py:441(Text)
        2    0.000    0.000    0.000    0.000 {registerEventType}
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 rcsetup.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        8    0.000    0.000    0.000    0.000 mathtext.py:1903(__init__)
        1    0.000    0.000    0.000    0.000 i_single_choice_dialog.py:20(ISingleChoiceDialog)
        1    0.000    0.000    0.000    0.000 layered_panel.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
       17    0.000    0.000    0.000    0.000 trait_handlers.py:453(info)
        1    0.000    0.000    0.000    0.000 adaptation_manager.py:34(AdaptationManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1707(ZipProvider)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 resource_manager.py:27(ResourceManager)
        1    0.000    0.000    0.002    0.002 table_column.py:619(ListColumn)
        1    0.000    0.000    0.000    0.000 tree_node.py:760(ITreeNodeAdapter)
        3    0.000    0.000    0.000    0.000 messenger.py:170(disconnect)
        1    0.000    0.000    0.001    0.001 module.py:3(<module>)
        1    0.000    0.000    0.000    0.000 warp_vector.py:34(WarpVector)
        1    0.000    0.000    0.000    0.000 homogeneous_transform.py:34(HomogeneousTransform)
        1    0.000    0.000    0.004    0.004 extract_edges.py:6(<module>)
        1    0.000    0.000    0.006    0.006 extract_tensor_components.py:6(<module>)
        1    0.000    0.000    0.005    0.005 extract_unstructured_grid.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       19    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        4    0.000    0.000    0.000    0.000 weakref.py:341(__init__)
        2    0.000    0.000    0.003    0.002 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        6    0.000    0.000    0.000    0.000 rcsetup.py:340(validate_color_or_inherit)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.000    0.000 history_console_widget.py:12(<module>)
        1    0.000    0.000    0.000    0.000 i_single_choice_dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 mdi_application_window.py:16(<module>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.002    0.002 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 trait_notifiers.py:60(__init__)
       39    0.000    0.000    0.000    0.000 _generated_parser.py:1383(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:1391(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3513(<genexpr>)
        1    0.000    0.000    0.000    0.000 menu_bar_manager.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ui_editor.py:33(UIEditor)
        1    0.000    0.000    0.000    0.000 tabular_adapter.py:76(AnITabularAdapter)
        1    0.000    0.000    0.000    0.000 scoped_preferences.py:17(ScopedPreferences)
        1    0.000    0.000    0.000    0.000 preferences_mirror.py:6(<module>)
        1    0.000    0.000    0.000    0.000 modules.py:197(CutPlaneFactory)
        1    0.000    0.000    0.000    0.000 composite_data_geometry_filter.py:34(CompositeDataGeometryFilter)
        1    0.000    0.000    0.000    0.000 auto_doc.py:3(<module>)
        1    0.000    0.000    0.006    0.006 gaussian_splatter.py:6(<module>)
        1    0.000    0.000    0.005    0.005 greedy_terrain_decimation.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1101(_recalculate)
       32    0.000    0.000    0.000    0.000 multiarray.py:634(result_type)
        1    0.000    0.000    0.000    0.000 pathlib.py:513(__init__)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 collections.py:1190(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 ticker.py:1413(EngFormatter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:124(Element)
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:344(PngStream)
        1    0.000    0.000    0.002    0.002 split_application_window.py:11(<module>)
        1    0.000    0.000    0.000    0.000 multi_toolbar_window.py:16(<module>)
        1    0.000    0.000    0.003    0.003 directory_editor.py:16(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:589(DateFormatter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1304(OffsetImage)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 art3d.py:557(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:52(ValidateTrait)
        2    0.000    0.000    0.000    0.000 trait_types.py:2290(full_info)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.001    0.001 __init__.py:19(<module>)
        1    0.000    0.000    0.000    0.000 include.py:20(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 i_widget.py:17(IWidget)
        1    0.000    0.000    0.000    0.000 resource_reference.py:11(<module>)
        1    0.000    0.000    0.000    0.000 i_field.py:42(MField)
        1    0.000    0.000    0.001    0.001 i_clipboard.py:16(<module>)
        1    0.000    0.000    0.000    0.000 find_widget.py:12(<module>)
        1    0.000    0.000    0.000    0.000 tree_node.py:585(ITreeNode)
        3    0.000    0.000    0.000    0.000 tvtk_base.py:67(remove)
        1    0.000    0.000    0.000    0.000 textured_actor2d.py:34(TexturedActor2D)
        1    0.000    0.000    0.000    0.000 null_engine.py:10(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:80(FunctionMaker)
        1    0.000    0.000    0.001    0.001 component.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 numerictypes.py:482(<lambda>)
       11    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:151(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1444(Char)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        1    0.000    0.000    0.000    0.000 i_python_shell.py:21(IPythonShell)
        1    0.000    0.000    0.000    0.000 styled_date_editor.py:5(ToolkitEditorFactory)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        1    0.000    0.000    0.000    0.000 state_pickler.py:497(__init__)
        1    0.000    0.000    0.000    0.000 etsconfig.py:364(_get_application_dirname)
       14    0.000    0.000    0.000    0.000 trait_handlers.py:238(validate)
        4    0.000    0.000    0.000    0.000 trait_handlers.py:892(<listcomp>)
       15    0.000    0.000    0.000    0.000 deprecated.py:18(deprecated)
        1    0.000    0.000    0.000    0.000 trait_types.py:2720(items_event)
        3    0.000    0.000    0.000    0.000 trait_types.py:3578(get_default_value)
        1    0.000    0.000    0.000    0.000 _trait_event_notifier.py:11(<module>)
        1    0.000    0.000    0.002    0.002 adaptation_offer.py:11(<module>)
        1    0.000    0.000    0.000    0.000 i_field.py:11(<module>)
        1    0.000    0.000    0.000    0.000 menu_manager.py:30(MenuManager)
        1    0.000    0.000    0.007    0.007 scoped_preferences.py:359(_scopes_default)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.pyqtSlot}
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        4    0.000    0.000    0.000    0.000 __init__.py:798(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2414(__call__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        1    0.000    0.000    0.001    0.001 default.py:10(<module>)
        1    0.000    0.000    0.000    0.000 sorter.py:11(<module>)
        1    0.000    0.000    0.000    0.000 i_split_widget.py:17(ISplitWidget)
        1    0.000    0.000    0.000    0.000 custom_editor.py:34(ToolkitEditorFactory)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 rrule.py:1416(_rrulestr)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
