0
ELAPSED: 12.227121114730835
wrote to ../../heightmaps/mp_eroded_10000_heightmap1.png
         7980032 function calls (7915230 primitive calls) in 15.640 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4686(parseImpl)
        8    0.000    0.000    0.000    0.000 trait_types.py:2593(__init__)
       98    0.000    0.000    0.001    0.000 specifiers.py:725(<genexpr>)
        1    0.000    0.000    0.006    0.006 shutil.py:5(<module>)
        9    0.000    0.000    0.000    0.000 deprecation.py:436(<listcomp>)
       10    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.001    0.001 color_transfer_function.py:34(ColorTransferFunction)
     32/9    0.000    0.000    0.003    0.000 pyparsing.py:4466(leaveWhitespace)
       26    0.000    0.000    0.000    0.000 trait_dict_object.py:450(_value_validator)
       27    0.000    0.000    0.000    0.000 has_traits.py:3570(wrapped_class)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:891(PatternRE)
        1    0.000    0.000    0.021    0.021 image_actor.py:21(ImageActor)
      252    0.000    0.000    0.000    0.000 rcsetup.py:58(func)
        1    0.000    0.000    0.000    0.000 dviread.py:185(Dvi)
        4    0.000    0.000    0.000    0.000 tvtk_base.py:74(setup_observers)
        1    0.000    0.000    0.002    0.002 contour_grid_plane.py:25(ContourGridPlane)
       50    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
       39    0.000    0.000    0.000    0.000 trait_types.py:657(_init)
       29    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       57    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.001    0.001 ui.py:64(UI)
        1    0.000    0.000    0.000    0.000 tree_node.py:57(TreeNode)
        1    0.000    0.000    0.109    0.109 tvtk_access.py:5(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1313(wrapper)
        1    0.000    0.000    0.004    0.004 _basic.py:5(<module>)
        1    0.000    0.000    0.001    0.001 implicit_plane_widget.py:34(ImplicitPlaneWidget)
        1    0.000    0.000    0.000    0.000 orthogonal.py:72(<module>)
      153    0.000    0.000    0.000    0.000 base_trait_handler.py:106(info)
        1    0.000    0.000    0.013    0.013 view.py:20(<module>)
       39    0.000    0.000    0.000    0.000 deprecation.py:211(finalize)
       23    0.000    0.000    0.000    0.000 pathlib.py:660(_from_parts)
      160    0.000    0.000    0.000    0.000 gzip.py:298(closed)
       79    0.000    0.000    0.000    0.000 specifiers.py:673(__iter__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
        1    0.000    0.000    0.008    0.008 lines.py:4(<module>)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
       84    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 has_traits.py:978(HasTraits)
        1    0.000    0.000    0.001    0.001 window.py:34(Window)
        1    0.000    0.000    0.000    0.000 figure.py:220(Figure)
        1    0.000    0.000    0.010    0.010 glyph_source.py:24(GlyphSource)
        8    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        1    0.000    0.000    0.075    0.075 figure.py:9(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        4    0.000    0.000    0.018    0.005 api.py:11(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.003    0.003 actor2d.py:20(Actor2D)
       57    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        8    0.000    0.000    0.001    0.000 group.py:132(insert)
       41    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       26    0.000    0.000    0.000    0.000 _generated_parser.py:1462(_init_builders)
       36    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.000    0.000 __init__.py:95(SymbolFilter)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.010    0.010 axes3d.py:11(<module>)
       59    0.000    0.000    0.000    0.000 base_trait_handler.py:78(full_info)
       39    0.000    0.000    0.000    0.000 trait_handlers.py:676(__init__)
      238    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
       78    0.000    0.000    0.000    0.000 token.py:25(__init__)
      121    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       33    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
       14    0.000    0.000    0.000    0.000 _generated_parser.py:139(classify)
       30    0.000    0.000    0.000    0.000 trait_handlers.py:441(__init__)
        3    0.000    0.000    0.576    0.192 utils.py:1(<module>)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4779(parseImpl)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
       14    0.000    0.000    0.002    0.000 _generated_parser.py:1159(build)
        1    0.000    0.000    0.001    0.001 implicit_widgets.py:24(ImplicitWidgets)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        1    0.000    0.000    1.690    1.690 engine_manager.py:3(<module>)
       46    0.000    0.000    0.001    0.000 trait_factory.py:62(trait_factory)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       37    0.000    0.000    0.000    0.000 rcsetup.py:558(_validate_linestyle)
        1    0.000    0.000    0.001    0.001 state_pickler.py:95(<module>)
        1    0.000    0.000    0.000    0.000 lookup_table.py:34(LookupTable)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
       19    0.000    0.000    0.003    0.000 feedparser.py:178(_call_parse)
       74    0.000    0.000    0.000    0.000 os.py:737(check_str)
       32    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(linspace)
       40    0.000    0.000    0.000    0.000 rcsetup.py:51(__init__)
        1    0.000    0.000    0.001    0.001 decimate_pro.py:34(DecimatePro)
      135    0.000    0.000    0.000    0.000 enum.py:623(name)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:2249(any)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
      272    0.000    0.000    0.000    0.000 __init__.py:2604(_reload_version)
       79    0.000    0.000    0.000    0.000 requirements.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 labeled_data_mapper.py:34(LabeledDataMapper)
       26    0.000    0.000    0.000    0.000 specifiers.py:650(__eq__)
       26    0.000    0.000    0.000    0.000 pathlib.py:1027(_make_child_relpath)
       32    0.000    0.000    0.053    0.002 __init__.py:3027(_dep_map)
       79    0.000    0.000    0.000    0.000 specifiers.py:624(__hash__)
      134    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.043    0.043 actor.py:25(Actor)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
      125    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.002    0.002 recorder_with_ui.py:30(RecorderWithUI)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tube_filter.py:34(TubeFilter)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        2    0.000    0.000    0.000    0.000 getlimits.py:399(_init)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
        1    0.000    0.000    0.004    0.004 backend_bases.py:26(<module>)
        1    0.000    0.000    0.000    0.000 tvtk_base.py:298(TVTKBase)
        1    0.000    0.000    0.023    0.023 contour.py:29(Contour)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:78(bitname)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
       36    0.000    0.000    0.000    0.000 pathlib.py:710(__fspath__)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
        7    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
        1    0.000    0.000    0.000    0.000 stream_tracer.py:34(StreamTracer)
       13    0.000    0.000    0.000    0.000 deprecation.py:277(_rename_parameter)
        8    0.000    0.000    0.000    0.000 decorator.py:145(update)
        3    0.000    0.000    0.001    0.000 tree_node.py:183(__init__)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
       97    0.000    0.000    0.000    0.000 docstring.py:65(do_copy)
        1    0.000    0.000    0.002    0.002 legend.py:22(<module>)
      106    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.030    0.030 core.py:12(<module>)
        1    0.000    0.000    0.002    0.002 plistlib.py:47(<module>)
        9    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
        1    0.000    0.000    0.005    0.005 decorations.py:4(<module>)
        3    0.000    0.000    0.356    0.119 __init__.py:15(<module>)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:114(_broadcast_to)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:582(_ReducedHCT_Element)
        1    0.000    0.000    0.001    0.001 ticker.py:154(<module>)
        1    0.000    0.000    0.000    0.000 base.py:83(Base)
       11    0.000    0.000    0.002    0.000 pyparsing.py:1901(parseString)
       80    0.000    0.000    0.000    0.000 _compression.py:12(_check_not_closed)
       10    0.000    0.000    0.006    0.001 __init__.py:1920(get_metadata_lines)
       11    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
        4    0.000    0.000    0.000    0.000 has_traits.py:2699(add_trait)
        1    0.000    0.000    0.000    0.000 ribbon_filter.py:34(RibbonFilter)
        1    0.000    0.000    0.026    0.026 __init__.py:124(<module>)
      143    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        2    0.000    0.000    0.004    0.002 _backend.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _generated_parser.py:1151(<listcomp>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.052    0.052 ivtk.py:22(<module>)
        1    0.000    0.000    0.002    0.002 custom_grid_plane.py:22(CustomGridPlane)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.005    0.005 ui_traits.py:19(<module>)
    22/10    0.000    0.000    0.000    0.000 preferences.py:238(node)
        1    0.000    0.000    0.022    0.022 light_manager.py:130(CameraLight)
        2    0.000    0.000    0.001    0.001 tokenize.py:443(open)
        1    0.000    0.000    0.000    0.000 path.py:23(Path)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
        1    0.000    0.000    0.003    0.003 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
       21    0.000    0.000    0.000    0.000 trait_handlers.py:127(__init__)
        1    0.000    0.000    0.002    0.002 traits_listener.py:13(<module>)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
        1    0.000    0.000    0.000    0.000 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
        1    0.000    0.000    0.005    0.005 point_widget.py:2(<module>)
        1    0.000    0.000    0.001    0.001 outline_source.py:2(<module>)
        1    0.000    0.000    0.205    0.205 filters.py:7(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4460(parseImpl)
       17    0.000    0.000    0.000    0.000 configobj.py:569(__setitem__)
        2    0.000    0.000    0.009    0.005 poly_data_normals.py:2(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        1    0.000    0.000    0.026    0.026 collections.py:10(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:844(__init_subclass__)
       15    0.000    0.000    0.000    0.000 ui_traits.py:101(__init__)
        1    0.000    0.000    0.005    0.005 tree_editor.py:17(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:1893(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
       86    0.000    0.000    0.000    0.000 pyparsing.py:457(__len__)
        1    0.000    0.000    0.586    0.586 registry.py:3(<module>)
        1    0.000    0.000    0.001    0.001 image_data.py:34(ImageData)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 editor.py:54(Editor)
        1    0.000    0.000    0.342    0.342 toolkit.py:14(<module>)
        1    0.000    0.000    0.001    0.001 prop.py:34(Prop)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hyper_streamline.py:34(HyperStreamline)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 constants.py:8(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:1977(find_distributions)
        1    0.000    0.000    0.000    0.000 module_manager.py:79(ModuleManager)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.011    0.011 preference_manager.py:98(_load_preferences)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
       27    0.000    0.000    0.000    0.000 pathlib.py:786(name)
        1    0.000    0.000    0.007    0.007 ElementTree.py:34(<module>)
