0
ELAPSED: 93.84435153007507
wrote to ../../heightmaps/mp_eroded_50000_heightmap1.png
         34583490 function calls (34518688 primitive calls) in 97.285 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        1    0.000    0.000    0.001    0.001 application.py:31(<module>)
        9    0.000    0.000    0.000    0.000 configobj.py:512(_initialise)
       16    0.000    0.000    0.000    0.000 tvtk_helper.py:79(<lambda>)
        1    0.000    0.000    0.026    0.026 light_manager.py:20(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
       10    0.000    0.000    0.003    0.000 feedparser.py:173(feed)
       80    0.000    0.000    0.000    0.000 lexer.py:302(bygroups)
        1    0.000    0.000    0.009    0.009 picker.py:56(PickedData)
        1    0.000    0.000    0.001    0.001 pass_input_type_algorithm.py:2(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        2    0.000    0.000    0.000    0.000 decorator.py:238(decorator)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1859(__init__)
        1    0.000    0.000    0.000    0.000 list_str_editor.py:36(ListStrEditor)
        1    0.000    0.000    0.000    0.000 vtkVariant.py:3(<module>)
        1    0.000    0.000    0.000    0.000 three_d_widget.py:34(ThreeDWidget)
        1    0.000    0.000    0.004    0.004 extract_edges.py:17(ExtractEdges)
        2    0.000    0.000    0.000    0.000 __init__.py:6(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:497(cast)
       19    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        4    0.000    0.000    0.000    0.000 trait_types.py:2244(<listcomp>)
        1    0.000    0.000    0.002    0.002 recorder.py:7(<module>)
        1    0.000    0.000    0.004    0.004 triangle_filter.py:17(TriangleFilter)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
       10    0.000    0.000    0.000    0.000 pathlib.py:694(_make_child)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _generated_parser.py:1763(<dictcomp>)
        2    0.000    0.000    0.000    0.000 ui_traits.py:188(__init__)
        1    0.000    0.000    0.015    0.015 array_editor.py:19(<module>)
        1    0.000    0.000    0.000    0.000 i_gui.py:11(<module>)
        1    0.000    0.000    0.002    0.002 progress_dialog.py:11(<module>)
        1    0.000    0.000    0.000    0.000 python_editor.py:28(PythonEditor)
        1    0.000    0.000    0.004    0.004 instance_editor.py:20(<module>)
        8    0.000    0.000    0.000    0.000 preferences_helper.py:177(_is_preference_trait)
        1    0.000    0.000    0.000    0.000 modules.py:85(DataModuleFactory)
        1    0.000    0.000    0.004    0.004 file_data_source.py:4(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
       11    0.000    0.000    0.000    0.000 etsconfig.py:231(_get_toolkit)
        1    0.000    0.000    0.052    0.052 __init__.py:569(_build_master)
        1    0.000    0.000    0.000    0.000 base_toolkit.py:64(<module>)
        1    0.000    0.000    0.023    0.023 application_window.py:19(<module>)
        3    0.000    0.000    0.000    0.000 version.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pipeline_base.py:21(PipelineBase)
        2    0.000    0.000    0.000    0.000 lut_manager.py:111(lut_mode_list)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 platform.py:533(win32_ver)
        1    0.000    0.000    0.000    0.000 hermite.py:77(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        3    0.000    0.000    0.000    0.000 patches.py:1885(<listcomp>)
       10    0.000    0.000    0.000    0.000 trait_handlers.py:896(<listcomp>)
        1    0.000    0.000    0.000    0.000 event_tracer.py:13(<module>)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.001    0.001 python.py:10(<module>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    1.714    1.714 camera.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.005    0.005 value_editor.py:19(<module>)
        1    0.000    0.000    0.000    0.000 tube.py:17(Tube)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
       10    0.000    0.000    0.000    0.000 trait_dict_object.py:110(__new__)
        2    0.000    0.000    0.221    0.111 base_toolkit.py:189(import_toolkit)
        1    0.000    0.000    0.000    0.000 editor_factory.py:43(EditorFactory)
        1    0.000    0.000    0.000    0.000 preferences_mirror.py:39(_preferences_changed)
        7    0.000    0.000    0.001    0.000 animator.py:244(_wrapper)
        1    0.000    0.000    0.011    0.011 glyph_source.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mask_points.py:18(MaskPoints)
        1    0.000    0.000    0.000    0.000 iso_surface.py:23(IsoSurface)
       14    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        2    0.000    0.000    0.000    0.000 rcsetup.py:130(_validate_date)
        6    0.000    0.000    0.002    0.000 __init__.py:1369(evaluate_marker)
        1    0.000    0.000    0.000    0.000 i_progress_dialog.py:20(IProgressDialog)
        4    0.000    0.000    0.000    0.000 tvtk_base.py:487(setup_observers)
        1    0.000    0.000    0.000    0.000 user_defined.py:17(UserDefined)
        1    0.000    0.000    0.000    0.000 surface.py:22(Surface)
       29    0.000    0.000    0.000    0.000 __init__.py:1830(_str_equal)
        6    0.000    0.000    0.000    0.000 deprecation.py:272(__set_name__)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:670(_get_scale_docs)
        1    0.000    0.000    0.006    0.006 _basic.py:1(<module>)
        1    0.000    0.000    0.006    0.006 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 plane.py:34(Plane)
        1    0.000    0.000    0.007    0.007 py3k.py:12(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:205(FigureCanvasQT)
       20    0.000    0.000    0.002    0.000 _generated_parser.py:1109(build_mres)
       18    0.000    0.000    0.024    0.001 __init__.py:2021(_by_version_descending)
        1    0.000    0.000    0.000    0.000 __init__.py:26(SetupEnvironment)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        1    0.000    0.000    0.006    0.006 resource_manager.py:11(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 view_elements.py:25(<module>)
        1    0.000    0.000    0.000    0.000 abstract_widget.py:34(AbstractWidget)
        1    0.000    0.000    0.009    0.009 iso_surface.py:3(<module>)
        1    0.000    0.000    0.026    0.026 data_set_clipper.py:3(<module>)
       36    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        8    0.000    0.000    0.000    0.000 weakref.py:290(update)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.001    0.001 splash_screen.py:11(<module>)
       10    0.000    0.000    0.000    0.000 trait_types.py:1723(int_validate)
        9    0.000    0.000    0.000    0.000 message.py:120(__init__)
       10    0.000    0.000    0.000    0.000 resource_path.py:38(resource_path)
        1    0.000    0.000    0.000    0.000 code_widget.py:25(CodeWidget)
       11    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 c_cpp.py:10(<module>)
        1    0.000    0.000    0.000    0.000 csv_list_editor.py:6(<module>)
       19    0.000    0.000    0.000    0.000 trait_handlers.py:515(<listcomp>)
        6    0.000    0.000    0.000    0.000 trait_types.py:1828(full_info)
        1    0.000    0.000    0.087    0.087 scene.py:2(<module>)
        1    0.000    0.000    0.001    0.001 adder_node.py:127(DocumentedItem)
        1    0.000    0.000    0.014    0.014 ctf.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.003    0.002 _version.py:7(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.001    0.001 tvtk_base_handler.py:2(<module>)
        1    0.000    0.000    0.062    0.062 outline.py:3(<module>)
        1    0.000    0.000    0.000    0.000 data_set_algorithm.py:34(DataSetAlgorithm)
        3    0.000    0.000    0.000    0.000 {method 'RemoveObserver' of 'vtkmodules.vtkCommonCore.vtkObject' objects}
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
        3    0.000    0.000    0.000    0.000 trait_types.py:3521(__init__)
        6    0.000    0.000    0.010    0.002 __init__.py:2702(_dep_map)
        1    0.000    0.000    0.000    0.000 __init__.py:2570(Distribution)
       16    0.000    0.000    0.000    0.000 lexer.py:43(__new__)
        1    0.000    0.000    0.000    0.000 image_map_to_colors.py:34(ImageMapToColors)
        7    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
        1    0.000    0.000    0.002    0.002 single_choice_dialog.py:12(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lil.py:2(<module>)
        1    0.000    0.000    0.002    0.002 _ellip_harm.py:1(<module>)
       21    0.000    0.000    0.000    0.000 trait_handlers.py:136(validate)
       54    0.000    0.000    0.000    0.000 specifiers.py:148(version)
        1    0.000    0.000    0.000    0.000 vorticity.py:24(Vorticity)
      5/3    0.000    0.000    0.000    0.000 typing.py:340(__getitem__)
        1    0.000    0.000    0.006    0.006 common.py:4(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:4(<module>)
        1    0.000    0.000    0.007    0.007 expression.py:11(<module>)
       19    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       57    0.000    0.000    0.000    0.000 __init__.py:2292(<genexpr>)
        1    0.000    0.000    0.000    0.000 colorbar.py:1186(Colorbar)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:669(PngImageFile)
       15    0.000    0.000    0.000    0.000 trait_types.py:162(_validate_int)
       31    0.000    0.000    0.411    0.013 toolkit.py:83(toolkit)
        1    0.000    0.000    0.000    0.000 color_parser.py:24(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
       17    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
        1    0.000    0.000    0.006    0.006 text_editor.py:19(<module>)
        1    0.000    0.000    0.003    0.003 action_item.py:11(<module>)
        1    0.000    0.000    0.002    0.002 instance_editor.py:39(ToolkitEditorFactory)
        1    0.000    0.000    0.048    0.048 actor.py:3(<module>)
        1    0.000    0.000    0.028    0.028 source_widget.py:4(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 trait_notifiers.py:36(set_ui_handler)
        1    0.000    0.000    0.000    0.000 trait_numeric.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _mapping.py:14(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:426(_asdict)
        6    0.000    0.000    0.000    0.000 pathlib.py:1353(is_dir)
        2    0.000    0.000    0.000    0.000 version.py:134(parse)
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
        1    0.000    0.000    0.006    0.006 specifiers.py:275(Specifier)
        1    0.000    0.000    0.000    0.000 i_window.py:24(IWindow)
        1    0.000    0.000    0.005    0.005 configobj.py:1071(ConfigObj)
        1    0.000    0.000    0.000    0.000 colors.py:6(<module>)
        1    0.000    0.000    0.001    0.001 generic_module.py:5(<module>)
        1    0.000    0.000    0.022    0.022 vtk_xml_file_reader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.007    0.007 defmatrix.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _datasource.py:36(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        4    0.000    0.000    0.000    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.000    0.000 _formlayout.py:57(ColorButton)
        1    0.000    0.000    0.009    0.009 sputils.py:2(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        3    0.000    0.000    0.000    0.000 configobj.py:1174(__init__)
        1    0.000    0.000    0.587    0.587 pipeline_info.py:4(<module>)
        1    0.000    0.000    0.000    0.000 vtkConstants.py:4(<module>)
        3    0.000    0.000    0.000    0.000 dataset_adapter.py:166(decorator)
        1    0.000    0.000    0.000    0.000 messenger.py:48(<module>)
        7    0.000    0.000    0.001    0.000 animator.py:129(animate)
        1    0.000    0.000    0.000    0.000 abstract_mapper.py:34(AbstractMapper)
